Vehicle_ID,X,Y,Z,Speed,Yaw,Timestamp
903,124.96051788330078,-3.114799976348877,0.0018378066597506,15.92201655060689,-179.15240478515625,13.452679008245468
904,171.56871032714844,-2.417858123779297,0.0195405185222625,16.24974207142962,-179.1472930908203,13.452679008245468
905,206.9617156982422,-1.8551414012908936,-0.0203263461589813,5.761551588452506,-178.8192138671875,13.452679008245468
906,214.12884521484372,-1.6903462409973145,0.2606145143508911,0.4899999797344208,-179.1441650390625,13.452679008245468
903,124.16452026367188,-3.126614570617676,0.0018387985182926,15.92203456985817,-179.15383911132812,13.502679008990526
904,170.75637817382812,-2.429949760437012,0.0193872638046741,16.24440448212124,-179.1472930908203,13.502679008990526
905,206.66763305664065,-1.861143946647644,-0.0203890223056077,5.959830991964468,-178.82379150390625,13.502679008990526
906,214.12884521484372,-1.6903462409973145,0.2214145213365554,0.9800000786781312,-179.1441650390625,13.502679008990526
903,123.36852264404295,-3.1384057998657227,0.001839752192609,15.92205413860544,-179.15460205078125,13.552679009735584
904,169.9445343017578,-2.4420340061187744,0.0192566476762294,16.23358274114928,-179.1472930908203,13.552679009735584
905,206.36398315429688,-1.86733078956604,-0.0204199980944395,6.148941512517973,-178.8275604248047,13.552679009735584
906,214.12884521484372,-1.6903462409973145,0.1577144265174865,1.470000147819519,-179.1441650390625,13.552679009735584
903,122.57252502441406,-3.150179624557495,0.0018402099376544,15.922071940262958,-179.15499877929688,13.602679010480642
904,169.13330078125,-2.454108476638794,0.019151572138071,16.2199722006966,-179.1472930908203,13.602679010480642
905,206.05116271972656,-1.873709797859192,-0.0204258728772401,6.329970527772463,-178.83016967773438,13.602679010480642
906,214.12884521484372,-1.6903462409973145,0.0725438296794891,1.6570570468902617,-179.1441650390625,13.602679010480642
903,121.77652740478516,-3.161940574645996,0.0018406294984743,15.922085111566274,-179.1551971435547,13.6526790112257
904,168.32278442382812,-2.466219663619995,0.0190723035484552,16.205582181891142,-179.144775390625,13.6526790112257
905,205.7295684814453,-1.880241632461548,-0.0204134751111269,6.503915176319409,-178.83335876464844,13.6526790112257
906,214.12884521484372,-1.690346360206604,0.0134637067094445,0.912967443466224,-179.1441650390625,13.6526790112257
903,120.98053741455078,-3.173692226409912,0.0018408203031867,15.922091553613456,-179.1553192138672,13.702679011970758
904,167.51300048828125,-2.478334426879883,0.019016932696104,16.191831505416545,-179.14259338378906,13.702679011970758
905,205.39942932128903,-1.8868991136550903,-0.0203893650323152,6.671685655311437,-178.83819580078125,13.702679011970758
906,214.12884521484372,-1.690346360206604,-0.0177270881831645,0.4618176817894021,-179.1441650390625,13.702679011970758
903,120.18453979492188,-3.185438394546509,0.0018407821189612,15.92209199959436,-179.1553192138672,13.752679012715816
904,166.70388793945312,-2.4904332160949707,0.0189822390675544,16.179610712133986,-179.14169311523438,13.752679012715816
905,205.06109619140625,-1.893737316131592,-0.0203583147376775,6.834100494933106,-178.84130859375,13.752679012715816
906,214.12884521484372,-1.690346360206604,-0.0322664268314838,0.1960972696542864,-179.1441650390625,13.752679012715816
903,119.38854217529295,-3.1971800327301025,0.0018412398640066,15.922090069549808,-179.1553192138672,13.802679013460876
904,165.895263671875,-2.5025322437286377,0.0189642142504453,16.16940336981099,-179.14120483398438,13.802679013460876
905,204.7147674560547,-1.9004541635513303,-0.0203239824622869,6.991840777151068,-178.85736083984375,13.802679013460876
906,214.12884521484372,-1.690346360206604,-0.0372118763625621,0.0460627302528313,-179.1441650390625,13.802679013460876
903,118.59254455566406,-3.2089192867279053,0.0018410109914839,15.92208275514914,-179.15542602539062,13.852679014205933
904,165.08714294433594,-2.5146329402923584,0.0189590640366077,16.161376313306153,-179.1409149169922,13.852679014205933
905,204.3606414794922,-1.9070861339569087,-0.0202892683446407,7.145670259865375,-178.8830108642578,13.852679014205933
906,214.12884521484372,-1.690346360206604,-0.0369221866130828,0.0331412404775742,-179.1441650390625,13.852679014205933
903,117.79654693603516,-3.220656633377075,0.0018415069207549,15.922076622239128,-179.15542602539062,13.90267901495099
904,164.2793731689453,-2.526735782623291,0.0189630314707756,16.155473910266366,-179.14076232910156,13.90267901495099
905,203.9989471435547,-1.9137325286865237,-0.0202560797333717,7.296125908340508,-178.90969848632812,13.90267901495099
906,214.12884521484372,-1.690346360206604,-0.0340305715799331,0.0700554847725031,-179.1441650390625,13.90267901495099
903,117.00055694580078,-3.2323927879333496,0.0018412017961964,15.92207063698832,-179.15542602539062,13.952679015696049
904,163.47181701660156,-2.5388400554656982,0.0189728923141956,16.15148821088555,-179.14065551757812,13.952679015696049
905,203.62977600097656,-1.9204115867614744,-0.0202253330498933,7.443719161300476,-178.9344024658203,13.952679015696049
906,214.12884521484372,-1.690346360206604,-0.0300798788666725,0.0826056301593954,-179.1441650390625,13.952679015696049
903,116.20455932617188,-3.244128704071045,0.0018415831727907,15.922063796151043,-179.15542602539062,14.002679016441109
904,162.66441345214844,-2.5508973598480225,0.0189859960228204,16.14912297509888,-179.14312744140625,14.002679016441109
905,203.2533416748047,-1.9271355867385864,-0.0201974865049123,7.58882066050693,-178.95599365234375,14.002679016441109
906,214.12884521484372,-1.6903462409973145,-0.025934599339962,0.0818618386983972,-179.1441650390625,14.002679016441109
903,115.40856170654295,-3.255864143371582,0.0018412398640066,15.922061787091838,-179.15542602539062,14.052679017186165
904,161.85708618164062,-2.5628933906555176,0.0190002433955669,16.148046127601102,-179.1478729248047,14.052679017186165
905,202.86968994140625,-1.9339228868484497,-0.0201726518571376,7.731693872480451,-178.97361755371094,14.052679017186165
906,214.1258087158203,-1.6904078722000122,-0.0221051406115293,0.1981389583490128,-179.1432647705078,14.052679017186165
903,114.61256408691406,-3.2675981521606445,0.0018415831727907,15.922061724712531,-179.1554412841797,14.102679017931225
904,161.04977416992188,-2.574882984161377,0.0190140139311552,16.147933713870092,-179.15086364746094,14.102679017931225
905,202.4789581298828,-1.9407880306243896,-0.0201509464532136,7.872564630753894,-178.9872283935547,14.102679017931225
906,214.09939575195312,-1.6910285949707031,-0.019076308235526,0.6762932420775201,-179.12103271484375,14.102679017931225
903,113.81656646728516,-3.279332399368286,0.0018412398640066,15.922061687593049,-179.1554412841797,14.15267901867628
904,160.24244689941406,-2.58687162399292,0.0190265644341707,16.148484241516318,-179.15225219726562,14.15267901867628
905,202.0812530517578,-1.9477485418319704,-0.0201311483979225,8.011632547824382,-178.996826171875,14.15267901867628
906,214.0564422607422,-1.691979169845581,-0.0165499486029148,0.9485186781601062,-179.1008758544922,14.15267901867628
903,113.02057647705078,-3.2910664081573486,0.0018416213570162,15.922061666287965,-179.1554412841797,14.20267901942134
904,159.43507385253906,-2.5989363193511963,0.0191345773637294,16.14805197626337,-179.15272521972656,14.20267901942134
905,201.6765899658203,-1.954790711402893,-0.0201140213757753,8.149069251902452,-179.00413513183594,14.20267901942134
906,214.00274658203125,-1.693200945854187,-0.0144077679142355,1.1666141680567206,-179.09043884277344,14.20267901942134
903,112.22457885742188,-3.302800416946411,0.0018412780482321,15.922065468929889,-179.1554412841797,14.252679020166395
904,158.62753295898438,-2.6110622882843018,0.0203214641660451,16.148181187643083,-179.15121459960938,14.252679020166395
905,201.26513671875,-1.9619415998458865,-0.0200987234711647,8.285023905038894,-179.00868225097656,14.252679020166395
906,213.93756103515625,-1.6946759223937988,-0.012660102918744,1.3784546991778608,-179.0637969970703,14.252679020166395
903,111.42858123779295,-3.3145344257354736,0.0018416213570162,15.922071184643638,-179.1554412841797,14.302679020911455
904,157.82003784179688,-2.6229448318481445,0.0210440438240766,16.14959267562075,-179.15061950683594,14.302679020911455
905,200.846923828125,-1.969199538230896,-0.0200851429253816,8.419625919371645,-179.01123046875,14.302679020911455
906,213.86268615722656,-1.6964635848999023,-0.0112341688945889,1.5542305855080705,-179.06613159179688,14.302679020911455
903,110.63258361816406,-3.3263447284698486,0.0018414306687191,15.9220700271678,-179.1514892578125,14.352679021656511
904,157.01254272460938,-2.6348636150360107,0.021403407678008,16.151099072752064,-179.14906311035156,14.352679021656511
905,200.42202758789065,-1.9765561819076536,-0.0200730133801698,8.552986385812428,-179.0129852294922,14.352679021656511
906,213.7798767089844,-1.6983671188354492,-0.0100693888962268,1.7349995299513403,-179.044677734375,14.352679021656511
903,109.83658599853516,-3.3381669521331787,0.0018414687365293,15.922070968181163,-179.1483917236328,14.402679022401571
904,156.2052001953125,-2.6469521522521973,0.0225276555866003,16.151458895753937,-179.14768981933594,14.402679022401571
905,199.99046325683597,-1.9839624166488647,-0.0200620647519826,8.68520488987612,-179.0168914794922,14.402679022401571
906,213.6861114501953,-1.7006187438964844,-0.0091868974268436,1.947439985256671,-179.04823303222656,14.402679022401571
903,109.04059600830078,-3.350036144256592,0.0018413162324577,15.922072565997938,-179.14456176757812,14.45267902314663
904,155.39788818359375,-2.658827066421509,0.0241567995399236,16.152777697499292,-179.1471710205078,14.45267902314663
905,199.5523376464844,-1.9913418292999268,-0.0200519170612096,8.816362091705473,-179.02667236328125,14.45267902314663
906,213.581298828125,-1.703054428100586,-0.0085180662572383,2.183008630927432,-179.032958984375,14.45267902314663
903,108.24459838867188,-3.3619260787963867,0.0018413924844935,15.922071858919605,-179.14183044433594,14.502679023891687
904,154.59042358398438,-2.6706795692443848,0.0249161720275878,16.153855998084627,-179.14691162109375,14.502679023891687
905,199.107666015625,-1.9987318515777588,-0.0200431048870086,8.946545459418815,-179.03945922851562,14.502679023891687
906,213.46646118164065,-1.705757975578308,-0.0080002592876553,2.374508974776878,-179.02529907226562,14.502679023891687
903,107.44860076904295,-3.373821973800659,0.0018414306687191,15.922070339193896,-179.14077758789062,14.552679024636744
904,153.7828369140625,-2.682553768157959,0.0251692570745944,16.154698711792555,-179.1467742919922,14.552679024636744
905,198.6565399169922,-2.0061559677124023,-0.0200347509235143,9.075814112979565,-179.0524444580078,14.552679024636744
906,213.34088134765625,-1.7086728811264038,-0.0076130675151944,2.5873153661395847,-178.99998474121094,14.552679024636744
903,106.65260314941406,-3.3857882022857666,0.0018414687365293,15.922067734399358,-179.13743591308594,14.602679025381804
904,152.97518920898438,-2.6944470405578613,0.0251573547720909,16.15532813055089,-179.1466827392578,14.602679025381804
905,198.19895935058597,-2.013621091842652,-0.0200272370129823,9.20422596424835,-179.0644073486328,14.602679025381804
906,213.2061309814453,-1.7118247747421265,-0.007298698183149,2.77278251259401,-178.9779052734375,14.602679025381804
